,latitude,longitude,elevation,elevation_change,distances,gradient
2098,45.85765,5.6569,265.412658691,-1.751953125,146.19139789058474,-0.011983394975996358
2099,45.85805,5.65701,266.998809814,1.586151123000036,45.2863590381962,0.03501060877142455
2100,45.85842,5.65717,264.000640869,-2.9981689450000317,42.96739363055561,-0.0696648526368494
2101,45.85883,5.65743,261.397064209,-2.6035766599999874,49.838046094620566,-0.05219329939323605
2102,45.8598,5.65808,260.0234375,-1.373626709000007,119.02607175178902,-0.011540040864903452
2103,45.86029,5.65841,260.215393066,0.19195556599999009,60.18055875285616,0.0031896499301555525
2104,45.86064,5.65869,260.585540771,0.37014770500002214,44.55057311054106,0.008308292403438071
2105,45.86085,5.6589,261.245483398,0.659942626999964,28.455386294797275,0.02318802969562066
2106,45.86097,5.65908,261.173492432,-0.07199096599998711,19.29584120226583,-0.0037308884965556494
2107,45.86111,5.65943,260.757537842,-0.41595459000001256,31.25533909788094,-0.013307487553265338
2108,45.86115,5.6596,261.429412842,0.671875,13.895233792470721,0.048315280466402294
2109,45.86119,5.6601,262.221893311,0.7924804689999974,38.9726722138863,0.02033145857260436
2110,45.86119,5.66114,263.223632812,1.0017395010000314,80.53348507924292,0.012438153403604046
2111,45.86115,5.66138,262.515075684,-0.7085571279999954,19.109483975863174,-0.03706184212942128
2112,45.86108,5.66165,261.711181641,-0.8038940430000139,22.309629125317276,-0.03601791766288017
2113,45.86088,5.66203,260.82333374,-0.8878479009999865,36.88428692759672,-0.02406652141716359
2114,45.86067,5.66237,260.526000977,-0.2973327629999858,35.19166793478963,-0.00844875238193605
2115,45.86055,5.66264,260.615997314,0.08999633700000231,24.802992840772124,0.0036284307554409127
2116,45.8605,5.66287,261.059936523,0.4439392089999501,18.6581026928756,0.02378888517109177
2117,45.8605,5.6631,261.655090332,0.5951538090000099,17.810510999979755,0.03340344569229198
2118,45.86053,5.66344,262.638916016,0.9838256840000099,26.539060065686133,0.03705388884092683
2119,45.86058,5.66362,262.703674316,0.06475829999999405,15.006553878675522,0.004315307734824753
2120,45.86077,5.66412,263.146972656,0.44329834000001256,44.10742144446413,0.010050086819355956
2121,45.86125,5.66521,262.173980713,-0.9729919430000109,99.86508930914583,-0.009742755588100959
2122,45.861515211,5.66584242,261.478607178,-0.6953735349999874,57.16569995786126,-0.012163574330071784
2123,45.86177,5.66645,264.135864258,2.657257080000022,54.919880661955844,0.04834654369455277
2124,45.86201,5.66696,266.115539551,1.979675292999957,47.663333144491695,0.041510694854729455
2125,45.86214,5.66716,266.7371521,0.6216125490000195,21.184967889681904,0.029333735572778605
2126,45.86223,5.6673,267.59564209,0.8584899900000096,14.753813003114304,0.058122131558302606
2127,45.86236,5.66745,267.59564209,0.0,18.543709803964187,0.0
2128,45.86254,5.66763,267.163696289,-0.4319458010000403,24.390086836896092,-0.017708040723752382
2129,45.86281,5.66791,266.671783447,-0.49191284199997654,37.0330437649541,-0.013282297753326379
2130,45.86296,5.66814,266.084442139,-0.5873413080000205,24.40049387692742,-0.024066230535927928
2131,45.86308,5.66841,264.778747559,-1.3056945799999653,24.80222888553279,-0.052595691299180874
2132,45.86314,5.66886,265.426635742,0.6478881829999636,35.47797445929506,0.018259671977490125
2133,45.86306,5.67134,263.991119385,-1.4355163569999831,192.24071425958297,-0.007467147018187161
2134,45.86313,5.67226,263.226257324,-0.7648620609999739,71.66268341887452,-0.01067268184029881
2135,45.86315,5.67252,263.885345459,0.6590881349999904,20.255121075089907,0.03252785625162224
2136,45.86325,5.67396,266.711975098,2.826629638999975,112.05693371655585,0.02521959371972875
2137,45.86328,5.67473,266.750915527,0.03894042900003569,59.71677299744624,0.000652085193591221
2138,45.86327,5.67499,267.057373047,0.30645751999998083,20.163300021997678,0.015197607803060833
2139,45.86322,5.67528,265.461639404,-1.5957336430000169,23.13365001071637,-0.06886980492299052
2140,45.86316,5.6755,263.853881836,-1.607757567999954,18.29517798595991,-0.08765358340600679
2141,45.86303,5.67581,261.811798096,-2.0420837400000096,28.02080889827618,-0.07274879097313355
2142,45.86286,5.67609,262.291717529,0.47991943299996365,28.764770975575342,0.016682730062354687
2143,45.86227,5.67675,257.224395752,-5.067321776999961,83.16185284948854,-0.06085800301066279
2144,45.86181,5.67727,255.587432861,-1.6369628910000245,65.09722986733856,-0.025141130959971534
2145,45.86163,5.67753,255.566360474,-0.0210723870000038,28.38923405136984,-0.0007422667019427304
2146,45.86152,5.67776,255.30241394,-0.26394653399998447,21.605791062431525,-0.012215863967256876
2147,45.86146,5.67789,255.158432007,-0.1439819330000205,12.076778884834535,-0.011921648407298277
2148,45.86134,5.67833,255.129516602,-0.028915404999992234,36.59137739640642,-0.0007902243927020336
2149,45.86131,5.67876,255.201507568,0.07199096600001553,33.464098850981905,0.0021512862265235383
2150,45.86131,5.6791,255.769332886,0.5678253179999899,26.328197912619533,0.021563849690913087
2151,45.86135,5.67942,256.441223145,0.67189025899998,25.17548619785361,0.02668193975646111
2152,45.8615,5.67992,257.26776123,0.8265380850000383,42.157674785702795,0.01960336306987651
2153,45.86171,5.68027,257.687683105,0.419921875,35.77438930196839,0.011737519462748192
2154,45.86181,5.68041,257.855651855,0.16796875,15.529616452235654,0.010815605198901809
2155,45.86199,5.68061,258.0,0.14434814499998083,25.30713745008612,0.005703789293106283
2156,45.8622,5.68082,258.0,0.0,28.455160647286867,0.0
2157,45.86287,5.68147,260.440246582,2.440246581999986,89.90923726041112,0.027134560605686416
2158,45.86308,5.68174,261.588745117,1.1484985349999874,31.3428033703961,0.03662674643781087
2159,45.86318,5.68193,262.536590576,0.9478454590000069,18.44168956401598,0.051351702558723386
2160,45.86329,5.68222,263.676391602,1.1398010260000433,25.57075158531896,0.044544918406171155
2161,45.86341,5.68272,264.723419189,1.0470275870000023,40.95137131759822,0.02556201404241603
2162,45.86346,5.68327,263.395141602,-1.3282775870000023,42.949474843202346,-0.030916660982709857
2163,45.86363,5.68438,259.017974854,-4.377166748000036,88.00451263732894,-0.04969702639217712
2164,45.86378,5.68502,257.750518799,-1.2674560549999683,52.288392656930824,-0.024234975314197504
2165,45.86394,5.68545,257.152069092,-0.598449707000043,37.751070288047174,-0.015851195194179647
2166,45.86418,5.68592,257.0,-0.15206909199997654,45.12914013229088,-0.0033696302655503337
2167,45.86431,5.68615,257.0,0.0,22.937489783104336,0.0
2168,45.86449,5.68638,256.981536865,-0.018463134999990416,26.79129523610895,-0.0006891466767254039
2169,45.86469,5.6866,256.717590332,-0.26394653300002346,28.01356578560475,-0.00942181815546253
2170,45.865,5.68687,256.067138672,-0.6504516599999874,40.31483755724772,-0.016132899629862484
2171,45.86614,5.6878,255.027893066,-1.0392456060000086,145.78778254003714,-0.007128361411721844
2172,45.86664,5.68822,252.897079468,-2.130813598000003,64.40989512021511,-0.033070023883660545
2173,45.86682,5.68835,251.433319092,-1.463760375999982,22.403608281007955,-0.06524318990116955
2174,45.86699,5.68841,250.653457642,-0.7798614499999985,19.4656363262242,-0.040042081885395424
2175,45.86722,5.68846,249.897583008,-0.7558746340000084,25.86618935789246,-0.029214182766465046
2176,45.86741,5.68848,249.695678711,-0.20190429699999868,21.18371215455598,-0.009530821702031221
2177,45.8676,5.68847,249.791656494,0.09597778299999504,21.141219232919973,0.0045398102435929046
2178,45.86804,5.68833,251.751266479,1.9596099850000144,50.11218412144711,0.039084547662016036
2179,45.8683,5.68825,252.546173096,0.794906616999981,29.56677894398336,0.02687865253612933
2180,45.86841,5.68823,252.138244629,-0.40792846699997654,12.329074979252374,-0.033074639273530645
2181,45.86858,5.68826,251.142410278,-0.9958343510000134,19.045311682685973,-0.052240063977201906
2182,45.8687,5.68831,250.266555786,-0.875854492000002,13.893628872147543,-0.06295669986313711
2183,45.86887,5.68846,248.550842285,-1.7157135010000104,22.185793118963062,-0.07718026671959279
2184,45.86903,5.68864,247.188247681,-1.3625946039999803,22.59985818518249,-0.060219276940970436
2185,45.86912,5.68877,246.30039978,-0.8878479010000149,14.193672574983518,-0.06247097902927402
2186,45.86927,5.6891,245.550338745,-0.7500610349999874,30.51246454644569,-0.024577169313040055
2187,45.86944,5.68969,244.674026489,-0.8763122560000056,49.437250884390274,-0.017723891961897633
2188,45.86963,5.69018,244.881576538,0.20755004899999108,43.42396686272715,0.004779583339320633
2189,45.86971,5.6903,244.97756958,0.09599304200000347,12.86283651079816,0.007462682116031855
2190,45.86992,5.6905,245.229522705,0.251953125,28.018660969159317,0.008992090466353025
2191,45.87002,5.69057,245.395126343,0.16560363799999323,12.369959873000989,0.01338676497113163
2192,45.87043,5.69075,246.103012085,0.707885742000002,47.672414437996736,0.014847868093283732
2193,45.87129,5.69102,245.712280273,-0.3907318119999843,97.88578104669057,-0.003991690443350194
2194,45.87205,5.69125,245.861480713,0.1492004399999871,86.3638425005422,0.001727578199964123
2195,45.872951963,5.691554798,248.416091919,2.554611206000004,103.03238573260793,0.024789175695783233
2196,45.87295,5.69155,248.394119263,-0.021972656000002644,0.4308438718397357,-0.05095496878638144
2197,45.87436,5.69205,259.360443115,10.966323852000016,161.4927278357893,0.06780190305995128
2198,45.8746,5.69215,261.736053467,2.375610351999967,27.78703108020306,0.08528610734260524
2199,45.87509,5.69231,264.863250732,3.1271972650000066,55.87577440403805,0.055908635068228824
2200,45.87623,5.69269,279.382080078,14.518829346000018,130.1310125114373,0.11111134321164114
